IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.129.245,2086,2086,false,SIN,Asia Pacific,Singapore,102,0.68
8.219.228.157,2086,2086,false,SIN,Asia Pacific,Singapore,84,0.68
47.236.114.167,2096,2096,true,SIN,Asia Pacific,Singapore,81,0.68
8.222.221.197,2083,2083,true,SIN,Asia Pacific,Singapore,78,0.68
47.74.36.8,2086,2086,false,NRT,Asia Pacific,Tokyo,84,0.68
47.245.32.215,80,80,false,NRT,Asia Pacific,Tokyo,63,0.68
8.222.175.78,2096,2096,true,SIN,Asia Pacific,Singapore,84,0.68
47.74.13.94,8443,8443,true,NRT,Asia Pacific,Tokyo,65,0.67
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,82,0.67
8.222.212.219,80,80,false,SIN,Asia Pacific,Singapore,79,0.67
8.219.122.55,8880,8880,false,SIN,Asia Pacific,Singapore,87,0.67
47.245.94.144,8880,8880,false,SIN,Asia Pacific,Singapore,88,0.67
8.219.111.147,2052,2052,false,SIN,Asia Pacific,Singapore,88,0.67
47.236.99.131,2095,2095,false,SIN,Asia Pacific,Singapore,86,0.67
8.219.200.145,8880,8880,false,SIN,Asia Pacific,Singapore,80,0.67
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,80,0.67
8.222.211.124,80,80,false,SIN,Asia Pacific,Singapore,94,0.67
47.236.11.84,2087,2087,true,SIN,Asia Pacific,Singapore,85,0.67
8.219.242.208,8880,8880,false,SIN,Asia Pacific,Singapore,90,0.67
47.74.5.150,8880,8880,false,NRT,Asia Pacific,Tokyo,84,0.67
47.236.116.208,2086,2086,false,SIN,Asia Pacific,Singapore,92,0.66
47.236.15.73,8443,8443,true,SIN,Asia Pacific,Singapore,92,0.66
8.219.126.240,8880,8880,false,SIN,Asia Pacific,Singapore,81,0.65
47.74.9.174,8080,8080,false,NRT,Asia Pacific,Tokyo,60,0.65
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,92,0.65
8.222.229.22,2052,2052,false,SIN,Asia Pacific,Singapore,87,0.65
8.222.136.196,8443,8443,true,SIN,Asia Pacific,Singapore,88,0.64
8.222.154.50,8443,8443,true,SIN,Asia Pacific,Singapore,88,0.64
8.219.167.113,2095,2095,false,SIN,Asia Pacific,Singapore,79,0.64
47.236.130.95,2053,2053,true,SIN,Asia Pacific,Singapore,82,0.64
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,88,0.64
47.91.3.179,80,80,false,NRT,Asia Pacific,Tokyo,64,0.63
8.222.238.141,8880,8880,false,SIN,Asia Pacific,Singapore,83,0.63
8.222.140.185,2095,2095,false,SIN,Asia Pacific,Singapore,89,0.63
8.222.211.124,2052,2052,false,SIN,Asia Pacific,Singapore,92,0.63
8.222.155.242,80,80,false,SIN,Asia Pacific,Singapore,80,0.63
47.236.150.109,8880,8880,false,SIN,Asia Pacific,Singapore,87,0.62
8.218.3.12,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,0.62
8.222.212.172,8443,8443,true,SIN,Asia Pacific,Singapore,82,0.62
47.236.19.51,2052,2052,false,SIN,Asia Pacific,Singapore,82,0.62
8.222.164.44,8443,8443,true,SIN,Asia Pacific,Singapore,83,0.62
47.236.94.113,8080,8080,false,SIN,Asia Pacific,Singapore,84,0.61
47.236.116.208,2096,2096,true,SIN,Asia Pacific,Singapore,90,0.61
8.222.167.8,2087,2087,true,SIN,Asia Pacific,Singapore,92,0.61
8.219.199.220,2053,2053,true,SIN,Asia Pacific,Singapore,81,0.61
8.222.154.227,80,80,false,SIN,Asia Pacific,Singapore,86,0.61
8.209.212.5,8880,8880,false,NRT,Asia Pacific,Tokyo,88,0.61
47.236.119.253,8880,8880,false,SIN,Asia Pacific,Singapore,84,0.61
47.245.90.176,2053,2053,true,SIN,Asia Pacific,Singapore,86,0.61
8.222.130.137,8080,8080,false,SIN,Asia Pacific,Singapore,87,0.60
8.222.214.231,2083,2083,true,SIN,Asia Pacific,Singapore,96,0.60
47.236.99.131,8880,8880,false,SIN,Asia Pacific,Singapore,83,0.60
8.222.229.102,2095,2095,false,SIN,Asia Pacific,Singapore,87,0.60
47.236.15.73,2053,2053,true,SIN,Asia Pacific,Singapore,85,0.60
8.219.83.201,2086,2086,false,SIN,Asia Pacific,Singapore,82,0.60
47.236.11.84,8080,8080,false,SIN,Asia Pacific,Singapore,84,0.60
8.219.198.139,8443,8443,true,SIN,Asia Pacific,Singapore,84,0.60
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,90,0.60
8.219.111.147,8080,8080,false,SIN,Asia Pacific,Singapore,95,0.60
8.219.167.113,8880,8880,false,SIN,Asia Pacific,Singapore,84,0.60
47.74.26.196,2087,2087,true,HKG,Asia Pacific,Hong Kong,147,0.60
47.74.54.145,2096,2096,true,NRT,Asia Pacific,Tokyo,67,0.59
8.209.255.195,80,80,false,HKG,Asia Pacific,Hong Kong,173,0.59
8.219.114.201,2086,2086,false,SIN,Asia Pacific,Singapore,88,0.59
47.236.99.131,80,80,false,SIN,Asia Pacific,Singapore,84,0.59
8.219.121.87,2083,2083,true,SIN,Asia Pacific,Singapore,78,0.59
47.236.144.156,2095,2095,false,SIN,Asia Pacific,Singapore,87,0.59
47.245.40.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,167,0.59
8.219.122.55,2096,2096,true,SIN,Asia Pacific,Singapore,87,0.59
47.236.7.246,2087,2087,true,SIN,Asia Pacific,Singapore,87,0.59
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,89,0.58
8.219.134.117,2052,2052,false,SIN,Asia Pacific,Singapore,86,0.58
8.222.224.163,8880,8880,false,SIN,Asia Pacific,Singapore,87,0.58
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,0.58
47.245.40.55,8880,8880,false,HKG,Asia Pacific,Hong Kong,143,0.58
47.236.7.13,8080,8080,false,SIN,Asia Pacific,Singapore,93,0.57
8.219.198.139,2095,2095,false,SIN,Asia Pacific,Singapore,87,0.57
8.219.42.72,8080,8080,false,SIN,Asia Pacific,Singapore,94,0.57
47.245.90.176,2087,2087,true,SIN,Asia Pacific,Singapore,88,0.57
47.74.47.225,2052,2052,false,NRT,Asia Pacific,Tokyo,66,0.57
8.222.249.190,2083,2083,true,SIN,Asia Pacific,Singapore,89,0.57
8.222.238.141,8443,8443,true,SIN,Asia Pacific,Singapore,89,0.56
8.222.175.78,2095,2095,false,SIN,Asia Pacific,Singapore,92,0.56
8.222.154.227,2082,2082,false,SIN,Asia Pacific,Singapore,94,0.56
8.222.137.178,8880,8880,false,SIN,Asia Pacific,Singapore,90,0.56
8.222.144.219,8080,8080,false,SIN,Asia Pacific,Singapore,88,0.56
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,84,0.56
8.219.242.208,80,80,false,SIN,Asia Pacific,Singapore,86,0.56
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,87,0.55
8.222.249.98,2052,2052,false,SIN,Asia Pacific,Singapore,82,0.55
47.236.65.177,8443,8443,true,SIN,Asia Pacific,Singapore,96,0.55
8.219.134.117,8080,8080,false,SIN,Asia Pacific,Singapore,102,0.55
47.243.162.49,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,0.55
47.245.52.165,2096,2096,true,NRT,Asia Pacific,Tokyo,84,0.55
8.218.22.210,443,443,true,HKG,Asia Pacific,Hong Kong,57,0.55
8.222.221.90,8080,8080,false,SIN,Asia Pacific,Singapore,87,0.55
47.236.19.51,8443,8443,true,SIN,Asia Pacific,Singapore,80,0.54
8.222.145.164,8443,8443,true,SIN,Asia Pacific,Singapore,80,0.54
47.236.7.13,2083,2083,true,SIN,Asia Pacific,Singapore,103,0.54
8.222.167.147,2096,2096,true,SIN,Asia Pacific,Singapore,89,0.54
8.219.121.87,2052,2052,false,SIN,Asia Pacific,Singapore,86,0.54
47.236.116.26,8443,8443,true,SIN,Asia Pacific,Singapore,93,0.54
8.222.160.61,80,80,false,SIN,Asia Pacific,Singapore,88,0.53
8.222.248.188,8880,8880,false,SIN,Asia Pacific,Singapore,94,0.53
47.236.119.253,2082,2082,false,SIN,Asia Pacific,Singapore,91,0.53
47.236.65.177,2052,2052,false,SIN,Asia Pacific,Singapore,95,0.53
8.219.82.177,2095,2095,false,SIN,Asia Pacific,Singapore,83,0.53
8.222.129.32,2052,2052,false,SIN,Asia Pacific,Singapore,87,0.53
8.219.200.145,80,80,false,SIN,Asia Pacific,Singapore,88,0.53
47.245.29.126,2053,2053,true,NRT,Asia Pacific,Tokyo,69,0.52
8.219.222.98,2083,2083,true,SIN,Asia Pacific,Singapore,88,0.52
8.222.224.162,2082,2082,false,SIN,Asia Pacific,Singapore,86,0.52
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,88,0.52
8.219.199.220,2086,2086,false,SIN,Asia Pacific,Singapore,88,0.52
8.222.174.108,8080,8080,false,SIN,Asia Pacific,Singapore,81,0.52
47.74.3.2,8443,8443,true,NRT,Asia Pacific,Tokyo,68,0.52
8.222.221.197,2096,2096,true,SIN,Asia Pacific,Singapore,84,0.52
47.236.144.48,8443,8443,true,SIN,Asia Pacific,Singapore,91,0.52
8.222.214.231,2087,2087,true,SIN,Asia Pacific,Singapore,89,0.52
8.222.227.191,8080,8080,false,SIN,Asia Pacific,Singapore,82,0.52
47.236.7.13,8443,8443,true,SIN,Asia Pacific,Singapore,90,0.52
47.236.75.113,2053,2053,true,SIN,Asia Pacific,Singapore,100,0.52
8.219.157.97,2087,2087,true,SIN,Asia Pacific,Singapore,86,0.51
8.219.209.14,2082,2082,false,SIN,Asia Pacific,Singapore,84,0.51
8.222.155.242,8080,8080,false,SIN,Asia Pacific,Singapore,89,0.51
8.219.121.87,2095,2095,false,SIN,Asia Pacific,Singapore,82,0.51
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.50
8.222.212.219,8443,8443,true,SIN,Asia Pacific,Singapore,87,0.50
47.236.83.239,2096,2096,true,SIN,Asia Pacific,Singapore,83,0.50
8.222.249.98,8880,8880,false,SIN,Asia Pacific,Singapore,82,0.50
8.210.101.157,80,80,false,HKG,Asia Pacific,Hong Kong,52,0.50
8.222.221.197,80,80,false,SIN,Asia Pacific,Singapore,80,0.50
8.222.164.44,2087,2087,true,SIN,Asia Pacific,Singapore,88,0.50
8.219.82.177,2087,2087,true,SIN,Asia Pacific,Singapore,93,0.50
47.245.52.165,2053,2053,true,NRT,Asia Pacific,Tokyo,66,0.50
8.222.212.219,2082,2082,false,SIN,Asia Pacific,Singapore,85,0.50
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,86,0.50
47.76.94.15,2086,2086,false,HKG,Asia Pacific,Hong Kong,54,0.50
47.76.49.246,80,80,false,HKG,Asia Pacific,Hong Kong,56,0.50
47.236.19.51,8080,8080,false,SIN,Asia Pacific,Singapore,78,0.50
47.236.97.90,8443,8443,true,SIN,Asia Pacific,Singapore,82,0.49
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,89,0.49
8.219.200.145,2083,2083,true,SIN,Asia Pacific,Singapore,81,0.49
47.236.144.196,2095,2095,false,SIN,Asia Pacific,Singapore,82,0.49
47.236.114.23,8080,8080,false,SIN,Asia Pacific,Singapore,88,0.49
8.222.237.131,2052,2052,false,SIN,Asia Pacific,Singapore,88,0.49
8.219.121.24,8880,8880,false,SIN,Asia Pacific,Singapore,91,0.49
8.217.251.62,2095,2095,false,HKG,Asia Pacific,Hong Kong,58,0.49
47.236.125.62,2053,2053,true,SIN,Asia Pacific,Singapore,91,0.49
8.222.212.172,2053,2053,true,SIN,Asia Pacific,Singapore,100,0.49
47.236.83.239,8080,8080,false,SIN,Asia Pacific,Singapore,84,0.49
8.222.167.147,80,80,false,SIN,Asia Pacific,Singapore,82,0.49
47.236.125.62,2095,2095,false,SIN,Asia Pacific,Singapore,91,0.49
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,89,0.48
47.236.7.13,2052,2052,false,SIN,Asia Pacific,Singapore,92,0.48
8.219.66.156,8443,8443,true,SIN,Asia Pacific,Singapore,88,0.48
8.219.200.145,2052,2052,false,SIN,Asia Pacific,Singapore,88,0.48
8.222.229.102,2052,2052,false,SIN,Asia Pacific,Singapore,83,0.48
8.219.134.117,2082,2082,false,SIN,Asia Pacific,Singapore,81,0.48
8.222.249.98,8080,8080,false,SIN,Asia Pacific,Singapore,82,0.47
8.219.194.170,2086,2086,false,SIN,Asia Pacific,Singapore,88,0.47
47.236.121.7,80,80,false,SIN,Asia Pacific,Singapore,88,0.47
8.219.134.117,2086,2086,false,SIN,Asia Pacific,Singapore,86,0.47
8.222.131.102,8443,8443,true,SIN,Asia Pacific,Singapore,84,0.47
47.236.116.208,2053,2053,true,SIN,Asia Pacific,Singapore,93,0.47
8.222.154.227,2087,2087,true,SIN,Asia Pacific,Singapore,94,0.46
8.219.121.24,2082,2082,false,SIN,Asia Pacific,Singapore,86,0.46
47.91.3.112,8080,8080,false,NRT,Asia Pacific,Tokyo,72,0.46
8.222.129.32,80,80,false,SIN,Asia Pacific,Singapore,84,0.46
8.219.0.162,80,80,false,SIN,Asia Pacific,Singapore,81,0.46
8.222.155.242,2087,2087,true,SIN,Asia Pacific,Singapore,88,0.46
47.74.3.2,2086,2086,false,NRT,Asia Pacific,Tokyo,65,0.45
8.219.126.240,2083,2083,true,SIN,Asia Pacific,Singapore,83,0.45
47.236.104.11,2087,2087,true,SIN,Asia Pacific,Singapore,91,0.45
8.222.159.252,80,80,false,SIN,Asia Pacific,Singapore,86,0.45
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,85,0.45
8.219.134.117,2053,2053,true,SIN,Asia Pacific,Singapore,83,0.44
8.222.154.227,2095,2095,false,SIN,Asia Pacific,Singapore,92,0.44
47.74.16.255,2052,2052,false,NRT,Asia Pacific,Tokyo,66,0.44
47.236.116.182,2086,2086,false,SIN,Asia Pacific,Singapore,88,0.44
47.245.37.41,8080,8080,false,NRT,Asia Pacific,Tokyo,70,0.44
8.222.182.10,2087,2087,true,SIN,Asia Pacific,Singapore,91,0.44
47.74.54.145,2087,2087,true,NRT,Asia Pacific,Tokyo,65,0.44
8.219.194.170,2083,2083,true,SIN,Asia Pacific,Singapore,85,0.44
8.222.159.252,2052,2052,false,SIN,Asia Pacific,Singapore,87,0.44
8.222.168.234,2083,2083,true,SIN,Asia Pacific,Singapore,101,0.44
8.219.199.220,2087,2087,true,SIN,Asia Pacific,Singapore,80,0.44
8.219.242.208,2095,2095,false,SIN,Asia Pacific,Singapore,93,0.43
47.236.82.218,8880,8880,false,SIN,Asia Pacific,Singapore,80,0.43
47.236.144.208,2083,2083,true,SIN,Asia Pacific,Singapore,81,0.43
8.222.227.191,2086,2086,false,SIN,Asia Pacific,Singapore,82,0.43
47.236.94.109,2052,2052,false,SIN,Asia Pacific,Singapore,84,0.43
47.236.116.208,8880,8880,false,SIN,Asia Pacific,Singapore,86,0.43
47.236.145.85,80,80,false,SIN,Asia Pacific,Singapore,90,0.43
8.222.159.252,8443,8443,true,SIN,Asia Pacific,Singapore,93,0.43
47.74.36.8,2096,2096,true,NRT,Asia Pacific,Tokyo,57,0.42
47.91.2.5,2086,2086,false,NRT,Asia Pacific,Tokyo,68,0.42
47.236.15.73,2086,2086,false,SIN,Asia Pacific,Singapore,79,0.42
8.219.161.129,2052,2052,false,SIN,Asia Pacific,Singapore,88,0.42
8.219.194.170,8880,8880,false,SIN,Asia Pacific,Singapore,85,0.42
47.236.121.7,2086,2086,false,SIN,Asia Pacific,Singapore,89,0.42
8.222.248.188,8443,8443,true,SIN,Asia Pacific,Singapore,84,0.42
47.245.29.126,2096,2096,true,NRT,Asia Pacific,Tokyo,95,0.42
47.236.148.174,2052,2052,false,SIN,Asia Pacific,Singapore,84,0.42
47.91.3.112,2087,2087,true,NRT,Asia Pacific,Tokyo,76,0.42
47.236.144.48,2095,2095,false,SIN,Asia Pacific,Singapore,94,0.42
47.236.5.223,80,80,false,SIN,Asia Pacific,Singapore,85,0.42
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,88,0.42
8.222.140.185,2082,2082,false,SIN,Asia Pacific,Singapore,88,0.42
47.91.3.112,2083,2083,true,NRT,Asia Pacific,Tokyo,101,0.42
8.219.200.145,2052,2052,false,SIN,Asia Pacific,Singapore,78,0.41
47.74.26.196,2052,2052,false,HKG,Asia Pacific,Hong Kong,144,0.41
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,88,0.41
8.222.175.78,80,80,false,SIN,Asia Pacific,Singapore,91,0.41
8.219.121.24,2096,2096,true,SIN,Asia Pacific,Singapore,89,0.41
47.76.49.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,0.40
8.219.121.24,2095,2095,false,SIN,Asia Pacific,Singapore,91,0.40
47.245.37.12,8080,8080,false,NRT,Asia Pacific,Tokyo,62,0.40
47.236.116.182,2095,2095,false,SIN,Asia Pacific,Singapore,101,0.40
47.236.7.206,80,80,false,SIN,Asia Pacific,Singapore,89,0.40
47.236.87.206,8080,8080,false,SIN,Asia Pacific,Singapore,89,0.40
47.236.150.109,2086,2086,false,SIN,Asia Pacific,Singapore,81,0.39
8.219.111.147,2083,2083,true,SIN,Asia Pacific,Singapore,88,0.39
8.209.255.195,2086,2086,false,HKG,Asia Pacific,Hong Kong,183,0.39
47.236.144.156,2086,2086,false,SIN,Asia Pacific,Singapore,86,0.39
8.222.145.110,2095,2095,false,SIN,Asia Pacific,Singapore,88,0.39
8.222.224.163,2052,2052,false,SIN,Asia Pacific,Singapore,77,0.39
47.236.144.208,2095,2095,false,SIN,Asia Pacific,Singapore,87,0.39
8.219.199.220,80,80,false,SIN,Asia Pacific,Singapore,79,0.39
8.217.167.88,2083,2083,true,HKG,Asia Pacific,Hong Kong,62,0.39
8.222.224.162,2083,2083,true,SIN,Asia Pacific,Singapore,87,0.39
47.236.144.196,2096,2096,true,SIN,Asia Pacific,Singapore,90,0.39
8.222.249.190,8080,8080,false,SIN,Asia Pacific,Singapore,85,0.39
47.236.87.206,2087,2087,true,SIN,Asia Pacific,Singapore,87,0.39
8.219.199.220,2083,2083,true,SIN,Asia Pacific,Singapore,80,0.39
47.245.37.41,2096,2096,true,NRT,Asia Pacific,Tokyo,68,0.39
8.222.212.219,2053,2053,true,SIN,Asia Pacific,Singapore,79,0.39
47.236.116.26,2082,2082,false,SIN,Asia Pacific,Singapore,93,0.39
8.222.248.188,2053,2053,true,SIN,Asia Pacific,Singapore,87,0.39
47.236.94.113,2083,2083,true,SIN,Asia Pacific,Singapore,84,0.38
8.219.124.227,2082,2082,false,SIN,Asia Pacific,Singapore,85,0.38
47.236.75.113,2086,2086,false,SIN,Asia Pacific,Singapore,93,0.38
8.222.164.44,80,80,false,SIN,Asia Pacific,Singapore,84,0.38
8.219.198.139,2086,2086,false,SIN,Asia Pacific,Singapore,85,0.38
8.222.168.234,8443,8443,true,SIN,Asia Pacific,Singapore,100,0.38
8.219.228.157,2087,2087,true,SIN,Asia Pacific,Singapore,83,0.37
8.219.124.227,2096,2096,true,SIN,Asia Pacific,Singapore,85,0.37
47.74.36.8,8880,8880,false,NRT,Asia Pacific,Tokyo,82,0.37
8.219.111.147,2096,2096,true,SIN,Asia Pacific,Singapore,92,0.37
47.236.7.246,2083,2083,true,SIN,Asia Pacific,Singapore,86,0.37
47.236.94.113,8443,8443,true,SIN,Asia Pacific,Singapore,87,0.36
8.219.193.202,80,80,false,SIN,Asia Pacific,Singapore,80,0.36
47.236.121.7,8443,8443,true,SIN,Asia Pacific,Singapore,98,0.36
47.236.82.218,8443,8443,true,SIN,Asia Pacific,Singapore,99,0.36
47.236.19.51,2086,2086,false,SIN,Asia Pacific,Singapore,81,0.36
47.236.94.109,2095,2095,false,SIN,Asia Pacific,Singapore,91,0.36
47.236.99.131,2086,2086,false,SIN,Asia Pacific,Singapore,85,0.35
8.219.157.97,80,80,false,SIN,Asia Pacific,Singapore,87,0.35
8.222.227.191,2095,2095,false,SIN,Asia Pacific,Singapore,87,0.35
8.210.65.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,0.35
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,84,0.35
47.236.114.23,80,80,false,SIN,Asia Pacific,Singapore,84,0.35
8.222.155.242,2082,2082,false,SIN,Asia Pacific,Singapore,87,0.34
8.219.152.195,2087,2087,true,SIN,Asia Pacific,Singapore,90,0.34
8.219.161.129,2082,2082,false,SIN,Asia Pacific,Singapore,78,0.34
47.236.5.223,2082,2082,false,SIN,Asia Pacific,Singapore,93,0.34
8.219.122.55,2086,2086,false,SIN,Asia Pacific,Singapore,84,0.34
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,90,0.34
8.219.66.156,2082,2082,false,SIN,Asia Pacific,Singapore,85,0.34
47.236.116.182,2096,2096,true,SIN,Asia Pacific,Singapore,89,0.34
8.219.97.179,2053,2053,true,SIN,Asia Pacific,Singapore,91,0.34
8.219.77.91,8443,8443,true,SIN,Asia Pacific,Singapore,87,0.33
47.236.97.254,2083,2083,true,SIN,Asia Pacific,Singapore,85,0.33
47.91.2.5,2087,2087,true,NRT,Asia Pacific,Tokyo,68,0.33
8.222.145.164,2083,2083,true,SIN,Asia Pacific,Singapore,89,0.33
8.222.147.203,2086,2086,false,SIN,Asia Pacific,Singapore,93,0.33
47.74.26.196,8880,8880,false,HKG,Asia Pacific,Hong Kong,146,0.32
8.222.131.102,2082,2082,false,SIN,Asia Pacific,Singapore,83,0.32
47.245.84.155,8080,8080,false,SIN,Asia Pacific,Singapore,85,0.32
8.222.164.44,2053,2053,true,SIN,Asia Pacific,Singapore,87,0.32
47.245.40.55,2086,2086,false,HKG,Asia Pacific,Hong Kong,158,0.32
47.236.116.182,2087,2087,true,SIN,Asia Pacific,Singapore,92,0.32
8.222.169.182,8080,8080,false,SIN,Asia Pacific,Singapore,89,0.32
47.236.144.208,2087,2087,true,SIN,Asia Pacific,Singapore,89,0.31
8.222.145.164,2052,2052,false,SIN,Asia Pacific,Singapore,78,0.31
8.219.200.145,2083,2083,true,SIN,Asia Pacific,Singapore,88,0.31
8.222.140.185,2096,2096,true,SIN,Asia Pacific,Singapore,94,0.31
8.222.237.131,2087,2087,true,SIN,Asia Pacific,Singapore,88,0.30
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,83,0.30
47.236.11.84,2083,2083,true,SIN,Asia Pacific,Singapore,83,0.30
8.219.126.240,80,80,false,SIN,Asia Pacific,Singapore,87,0.29
47.74.54.145,2086,2086,false,NRT,Asia Pacific,Tokyo,72,0.29
8.219.126.240,2096,2096,true,SIN,Asia Pacific,Singapore,88,0.28
8.219.60.130,8443,8443,true,SIN,Asia Pacific,Singapore,83,0.28
47.236.99.131,2052,2052,false,SIN,Asia Pacific,Singapore,88,0.28
47.236.144.156,8080,8080,false,SIN,Asia Pacific,Singapore,82,0.27
8.222.215.228,8880,8880,false,SIN,Asia Pacific,Singapore,93,0.27
47.245.37.41,8443,8443,true,NRT,Asia Pacific,Tokyo,69,0.27
47.236.65.177,2087,2087,true,SIN,Asia Pacific,Singapore,87,0.27
47.236.116.26,2096,2096,true,SIN,Asia Pacific,Singapore,85,0.27
47.245.40.55,2087,2087,true,HKG,Asia Pacific,Hong Kong,151,0.26
47.236.82.218,2087,2087,true,SIN,Asia Pacific,Singapore,86,0.26
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,90,0.25
47.245.56.207,2052,2052,false,NRT,Asia Pacific,Tokyo,87,0.25
47.236.119.253,8443,8443,true,SIN,Asia Pacific,Singapore,95,0.25
47.236.121.7,2083,2083,true,SIN,Asia Pacific,Singapore,86,0.25
47.236.11.84,2053,2053,true,SIN,Asia Pacific,Singapore,84,0.24
8.219.213.133,2052,2052,false,SIN,Asia Pacific,Singapore,85,0.24
8.222.154.50,2086,2086,false,SIN,Asia Pacific,Singapore,83,0.24
8.222.137.178,8080,8080,false,SIN,Asia Pacific,Singapore,87,0.24
8.222.168.24,2053,2053,true,SIN,Asia Pacific,Singapore,93,0.23
47.236.114.23,8443,8443,true,SIN,Asia Pacific,Singapore,83,0.23
8.209.255.195,2083,2083,true,HKG,Asia Pacific,Hong Kong,149,0.22
8.222.227.191,80,80,false,SIN,Asia Pacific,Singapore,87,0.22
8.219.157.97,2086,2086,false,SIN,Asia Pacific,Singapore,89,0.22
8.210.65.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,0.22
47.245.40.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,156,0.21
8.222.229.102,2053,2053,true,SIN,Asia Pacific,Singapore,91,0.20
47.245.40.55,80,80,false,HKG,Asia Pacific,Hong Kong,151,0.20
47.245.94.144,80,80,false,SIN,Asia Pacific,Singapore,87,0.19
8.222.160.61,2087,2087,true,SIN,Asia Pacific,Singapore,82,0.19
47.74.5.150,2096,2096,true,NRT,Asia Pacific,Tokyo,54,0.18
8.222.212.172,2096,2096,true,SIN,Asia Pacific,Singapore,81,0.18
47.236.7.246,8443,8443,true,SIN,Asia Pacific,Singapore,82,0.18
47.74.26.196,2083,2083,true,HKG,Asia Pacific,Hong Kong,171,0.17
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,88,0.16
47.236.125.62,2087,2087,true,SIN,Asia Pacific,Singapore,97,0.15
47.245.40.55,2053,2053,true,HKG,Asia Pacific,Hong Kong,147,0.12
8.219.157.97,8880,8880,false,SIN,Asia Pacific,Singapore,87,0.12
47.88.101.9,80,443,true,SJC,North America,San Jose,187,0.09
47.254.66.75,80,443,true,SJC,North America,San Jose,198,0.08
8.222.167.147,2053,2053,true,SIN,Asia Pacific,Singapore,82,0.07
8.213.193.170,80,8443,false,BKK,Asia Pacific,Bangkok,374,0.02
8.219.66.156,80,80,false,SIN,Asia Pacific,Singapore,83,0.02
8.222.137.166,2083,2083,true,SIN,Asia Pacific,Singapore,87,0.00
47.74.41.87,2053,2053,true,NRT,Asia Pacific,Tokyo,65,0.00
8.222.154.50,2052,2052,false,SIN,Asia Pacific,Singapore,98,0.00
8.222.130.137,2053,2053,true,SIN,Asia Pacific,Singapore,89,0.00
47.91.2.5,2082,2082,false,NRT,Asia Pacific,Tokyo,64,0.00
8.219.124.227,8443,8443,true,SIN,Asia Pacific,Singapore,83,0.00
47.74.13.94,2087,2087,true,NRT,Asia Pacific,Tokyo,90,0.00
47.74.47.225,2053,2053,true,NRT,Asia Pacific,Tokyo,64,0.00
8.222.145.164,2053,2053,true,SIN,Asia Pacific,Singapore,87,0.00
47.236.116.208,2082,2082,false,SIN,Asia Pacific,Singapore,88,0.00
8.222.169.182,2086,2086,false,SIN,Asia Pacific,Singapore,90,0.00
47.236.4.129,2096,2096,true,SIN,Asia Pacific,Singapore,84,0.00
47.74.26.196,8443,8443,true,HKG,Asia Pacific,Hong Kong,144,0.00
47.236.83.196,8880,8880,false,SIN,Asia Pacific,Singapore,95,0.00
47.91.21.127,8080,8080,false,NRT,Asia Pacific,Tokyo,67,0.00
47.245.32.215,2053,2053,true,NRT,Asia Pacific,Tokyo,66,0.00
8.222.174.108,8443,8443,true,SIN,Asia Pacific,Singapore,79,0.00
47.236.116.208,8443,8443,true,SIN,Asia Pacific,Singapore,91,0.00
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,83,0.00
47.76.49.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,0.00
8.219.200.145,2087,2087,true,SIN,Asia Pacific,Singapore,77,0.00
8.222.221.90,2086,2086,false,SIN,Asia Pacific,Singapore,86,0.00
8.219.77.91,2086,2086,false,SIN,Asia Pacific,Singapore,86,0.00
